archive_path,source_repo,folder_name,name,primary_tool,tool_type,category
sciagent/general-figure-guide,sciagent,general-figure-guide,general-figure-guide,,,
sciagent/geo-database,sciagent,geo-database,geo-database,,,
sciagent/geopandas-geospatial,sciagent,geopandas-geospatial,geopandas-geospatial,,,
sciagent/gget-genomic-databases,sciagent,gget-genomic-databases,gget-genomic-databases,,,
sciagent/gnomad-database,sciagent,gnomad-database,gnomad-database,,,
sciagent/gseapy-gene-enrichment,sciagent,gseapy-gene-enrichment,gseapy-gene-enrichment,,,
sciagent/gtopdb-database,sciagent,gtopdb-database,gtopdb-database,,,
sciagent/gwas-database,sciagent,gwas-database,gwas-database,,,
sciagent/harmony-batch-correction,sciagent,harmony-batch-correction,harmony-batch-correction,,,
sciagent/histolab-wsi-processing,sciagent,histolab-wsi-processing,histolab-wsi-processing,,,
sciagent/hmdb-database,sciagent,hmdb-database,hmdb-database,,,
sciagent/homer-motif-analysis,sciagent,homer-motif-analysis,homer-motif-analysis,,,
sciagent/hypogenic-hypothesis-generation,sciagent,hypogenic-hypothesis-generation,hypogenic-hypothesis-generation,,,
sciagent/interpro-database,sciagent,interpro-database,interpro-database,,,
sciagent/jaspar-database,sciagent,jaspar-database,jaspar-database,,,
sciagent/kegg-database,sciagent,kegg-database,kegg-database,,,
sciagent/kegg-pathway-analysis,sciagent,kegg-pathway-analysis,kegg-pathway-analysis,,,
sciagent/lamindb-data-management,sciagent,lamindb-data-management,lamindb-data-management,,,
sciagent/latex-research-posters,sciagent,latex-research-posters,latex-research-posters,,,
sciagent/libsbml-network-modeling,sciagent,libsbml-network-modeling,libsbml-network-modeling,,,
sciagent/macs3-peak-calling,sciagent,macs3-peak-calling,macs3-peak-calling,,,
sciagent/matchms-spectral-matching,sciagent,matchms-spectral-matching,matchms-spectral-matching,,,
sciagent/matplotlib-scientific-plotting,sciagent,matplotlib-scientific-plotting,matplotlib-scientific-plotting,,,
sciagent/maxquant-proteomics,sciagent,maxquant-proteomics,maxquant-proteomics,,,
sciagent/mdanalysis-trajectory,sciagent,mdanalysis-trajectory,mdanalysis-trajectory,,,
sciagent/metabolomics-workbench-database,sciagent,metabolomics-workbench-database,metabolomics-workbench-database,,,
sciagent/mofaplus-multi-omics,sciagent,mofaplus-multi-omics,mofaplus-multi-omics,,,
sciagent/molfeat-molecular-featurization,sciagent,molfeat-molecular-featurization,molfeat-molecular-featurization,,,
sciagent/monarch-database,sciagent,monarch-database,monarch-database,,,
sciagent/mouse-phenome-database,sciagent,mouse-phenome-database,mouse-phenome-database,,,
sciagent/multiqc-qc-reports,sciagent,multiqc-qc-reports,multiqc-qc-reports,,,
sciagent/muon-multiomics-singlecell,sciagent,muon-multiomics-singlecell,muon-multiomics-singlecell,,,
sciagent/nan-safe-correlation,sciagent,nan-safe-correlation,nan-safe-correlation,,,
sciagent/napari-image-viewer,sciagent,napari-image-viewer,napari-image-viewer,,,
sciagent/networkx-graph-analysis,sciagent,networkx-graph-analysis,networkx-graph-analysis,,,
sciagent/nextflow-workflow-engine,sciagent,nextflow-workflow-engine,nextflow-workflow-engine,,,
sciagent/nnunet-segmentation,sciagent,nnunet-segmentation,nnunet-segmentation,,,
sciagent/omics-analysis-guide,sciagent,omics-analysis-guide,omics-analysis-guide,,,
sciagent/openalex-database,sciagent,openalex-database,openalex-database,,,
sciagent/opencv-bioimage-analysis,sciagent,opencv-bioimage-analysis,opencv-bioimage-analysis,,,
sciagent/opentargets-database,sciagent,opentargets-database,opentargets-database,,,
sciagent/opentrons-protocol-api,sciagent,opentrons-protocol-api,opentrons-protocol-api,,,
sciagent/pdb-database,sciagent,pdb-database,pdb-database,,,
sciagent/peer-review-methodology,sciagent,peer-review-methodology,peer-review-methodology,,,
sciagent/plannotate-plasmid-annotation,sciagent,plannotate-plasmid-annotation,plannotate-plasmid-annotation,,,
sciagent/plink2-gwas-analysis,sciagent,plink2-gwas-analysis,plink2-gwas-analysis,,,
sciagent/plotly-interactive-plots,sciagent,plotly-interactive-plots,plotly-interactive-plots,,,
sciagent/plotly-interactive-visualization,sciagent,plotly-interactive-visualization,plotly-interactive-visualization,,,
sciagent/popv-cell-annotation,sciagent,popv-cell-annotation,popv-cell-annotation,,,
sciagent/pride-database,sciagent,pride-database,pride-database,,,
sciagent/prokka-genome-annotation,sciagent,prokka-genome-annotation,prokka-genome-annotation,,,
sciagent/protocolsio-integration,sciagent,protocolsio-integration,protocolsio-integration,,,
sciagent/pubchem-compound-search,sciagent,pubchem-compound-search,pubchem-compound-search,,,
sciagent/pubmed-database,sciagent,pubmed-database,pubmed-database,,,
sciagent/pydeseq2-differential-expression,sciagent,pydeseq2-differential-expression,pydeseq2-differential-expression,,,
sciagent/pydicom-medical-imaging,sciagent,pydicom-medical-imaging,pydicom-medical-imaging,,,
sciagent/pyimagej-fiji-bridge,sciagent,pyimagej-fiji-bridge,pyimagej-fiji-bridge,,,
sciagent/pylabrobot,sciagent,pylabrobot,pylabrobot,,,
sciagent/pymc-bayesian-modeling,sciagent,pymc-bayesian-modeling,pymc-bayesian-modeling,,,
sciagent/pymoo,sciagent,pymoo,pymoo,,,
sciagent/pyopenms-mass-spectrometry,sciagent,pyopenms-mass-spectrometry,pyopenms-mass-spectrometry,,,
sciagent/pysam-genomic-files,sciagent,pysam-genomic-files,pysam-genomic-files,,,
sciagent/pytdc-therapeutics-data-commons,sciagent,pytdc-therapeutics-data-commons,pytdc-therapeutics-data-commons,,,
sciagent/quickgo-database,sciagent,quickgo-database,quickgo-database,,,
sciagent/rdkit-cheminformatics,sciagent,rdkit-cheminformatics,rdkit-cheminformatics,,,
sciagent/reactome-database,sciagent,reactome-database,reactome-database,,,
sciagent/regulomedb-database,sciagent,regulomedb-database,regulomedb-database,,,
sciagent/remap-database,sciagent,remap-database,remap-database,,,
sciagent/roary-pangenome,sciagent,roary-pangenome,roary-pangenome,,,
sciagent/salmon-rna-quantification,sciagent,salmon-rna-quantification,salmon-rna-quantification,,,
sciagent/samtools-bam-processing,sciagent,samtools-bam-processing,samtools-bam-processing,,,
sciagent/sar-analysis,sciagent,sar-analysis,sar-analysis,,,
sciagent/scanpy-scrna-seq,sciagent,scanpy-scrna-seq,scanpy-scrna-seq,,,
sciagent/scientific-critical-thinking,sciagent,scientific-critical-thinking,scientific-critical-thinking,,,
sciagent/scientific-literature-search,sciagent,scientific-literature-search,scientific-literature-search,,,
sciagent/scikit-image-processing,sciagent,scikit-image-processing,scikit-image-processing,,,
sciagent/scikit-learn-machine-learning,sciagent,scikit-learn-machine-learning,scikit-learn-machine-learning,,,
sciagent/scikit-survival-analysis,sciagent,scikit-survival-analysis,scikit-survival-analysis,,,
sciagent/scvi-tools-single-cell,sciagent,scvi-tools-single-cell,scvi-tools-single-cell,,,
sciagent/sgrna-design-guide,sciagent,sgrna-design-guide,sgrna-design-guide,,,
sciagent/shap-model-explainability,sciagent,shap-model-explainability,shap-model-explainability,,,
sciagent/simpleitk-image-registration,sciagent,simpleitk-image-registration,simpleitk-image-registration,,,
sciagent/simpy-discrete-event-simulation,sciagent,simpy-discrete-event-simulation,simpy-discrete-event-simulation,,,
sciagent/single-cell-annotation,sciagent,single-cell-annotation,single-cell-annotation,,,
sciagent/single-cell-annotation-guide,sciagent,single-cell-annotation-guide,single-cell-annotation-guide,,,
sciagent/snpeff-variant-annotation,sciagent,snpeff-variant-annotation,snpeff-variant-annotation,,,
sciagent/spikeinterface-electrophysiology,sciagent,spikeinterface-electrophysiology,spikeinterface-electrophysiology,,,
sciagent/star-rna-seq-aligner,sciagent,star-rna-seq-aligner,star-rna-seq-aligner,,,
sciagent/statistical-analysis,sciagent,statistical-analysis,statistical-analysis,,,
sciagent/statistical-significance-annotation,sciagent,statistical-significance-annotation,statistical-significance-annotation,,,
sciagent/statsmodels-statistical-modeling,sciagent,statsmodels-statistical-modeling,statsmodels-statistical-modeling,,,
sciagent/string-database-ppi,sciagent,string-database-ppi,string-database-ppi,,,
sciagent/sympy-symbolic-math,sciagent,sympy-symbolic-math,sympy-symbolic-math,,,
sciagent/torch-geometric-graph-neural-networks,sciagent,torch-geometric-graph-neural-networks,torch-geometric-graph-neural-networks,,,
sciagent/trackpy-particle-tracking,sciagent,trackpy-particle-tracking,trackpy-particle-tracking,,,
sciagent/transformers-bio-nlp,sciagent,transformers-bio-nlp,transformers-bio-nlp,,,
sciagent/ucsc-genome-browser,sciagent,ucsc-genome-browser,ucsc-genome-browser,,,
sciagent/unichem-database,sciagent,unichem-database,unichem-database,,,
sciagent/uniprot-protein-database,sciagent,uniprot-protein-database,uniprot-protein-database,,,
sciagent/uspto-database,sciagent,uspto-database,uspto-database,,,
sciagent/vcf-variant-filtering,sciagent,vcf-variant-filtering,vcf-variant-filtering,,,
sciagent/viennarna-structure-prediction,sciagent,viennarna-structure-prediction,viennarna-structure-prediction,,,
sciagent/zinc-database,sciagent,zinc-database,zinc-database,,,
sragent/claude-skill,sragent,claude-skill,sragent,,,
zamushwani/cancer-multiomics,zamushwani,cancer-multiomics,,,,
zamushwani/immune-deconvolution,zamushwani,immune-deconvolution,,,,
zamushwani/single-cell-atlas,zamushwani,single-cell-atlas,,,,
zamushwani/survival-analysis,zamushwani,survival-analysis,,,,
